Age,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,seek_help,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,obs_consequence,Gender_Female,Gender_Male,Gender_Other,care_options_No,care_options_Not sure,care_options_Yes,benefits_Don't know,benefits_No,benefits_Yes,wellness_program_Don't know,wellness_program_No,wellness_program_Yes,anonymity_Don't know,anonymity_No,anonymity_Yes,mental_vs_physical_Don't know,mental_vs_physical_No,mental_vs_physical_Yes,Country_Group_Developed_Asia_Pacific,Country_Group_Developing,Country_Group_Other,Country_Group_Western_Developed
-0.120927070133031,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-1.4186421442681305,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,1.520676811658858,-0.5692319428937713,0.04122526724691481,-0.12216637425293775,-0.4644946254835559,1.7640016665678568,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.044591857111555146,2.773170782782083,-0.8025859107560662,-0.7518798818663757,-0.8306735038542006,1.5029732437500578,0.47560888068960333,-0.8693052537562926,-1.5693437288549466,0.22181479234025464,-0.5692319428937713,0.04122526724691481,1.061658225808716,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,4.307385683749648,-0.6567895774291853,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.010581118636640238,2.773170782782083,-0.8025859107560662,1.4593335576421687,-0.8306735038542006,1.5029732437500578,0.47560888068960333,-0.8693052537562926,2.1044807138947412,-1.0770472269783486,-0.5692319428937713,0.04122526724691481,1.061658225808716,1.5379526772900414,1.7640016665678568,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.06298284902762027,-0.3605980584422523,-0.8025859107560662,0.7222624111393205,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,1.520676811658858,2.962263680158238,0.04122526724691481,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.06298284902762027,-0.3605980584422523,1.2459725327821447,1.4593335576421687,0.34526377697365934,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,-1.5693437288549466,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,1.5379526772900414,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.06298284902762027,-0.3605980584422523,1.2459725327821447,1.4593335576421687,-0.2427048634402706,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,-1.5693437288549466,0.22181479234025464,1.1965158686322332,1.653427682795902,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.02620086519549002,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,2.1044807138947412,1.520676811658858,1.1965158686322332,-1.5709771483020725,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.02620086519549002,-0.3605980584422523,1.2459725327821447,1.4593335576421687,0.34526377697365934,-0.6653478391304605,0.47560888068960333,0.41529562730057706,0.2675684925198973,1.520676811658858,-0.5692319428937713,0.04122526724691481,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,2.028995423825924,-1.8975880311949833,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.120927070133031,-0.3605980584422523,-0.8025859107560662,-0.01480873536352759,0.34526377697365934,-0.6653478391304605,0.47560888068960333,0.41529562730057706,-1.5693437288549466,0.22181479234025464,1.1965158686322332,0.04122526724691481,-0.12216637425293775,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,-1.4407785036671021,2.115419580130618,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.04736310246877049,-0.3605980584422523,1.2459725327821447,0.7222624111393205,-0.2427048634402706,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,0.22181479234025464,-0.5692319428937713,0.04122526724691481,-1.3059909743145914,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.06575409438483562,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,0.34526377697365934,-0.6653478391304605,-2.102567972553544,0.41529562730057706,-1.5693437288549466,0.22181479234025464,1.1965158686322332,1.653427682795902,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,2.4534120667410866,-1.4407785036671021,-0.4727194592470654,-1.3552813600012505,4.307385683749648,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.06575409438483562,-0.3605980584422523,-0.8025859107560662,-0.7518798818663757,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,0.41529562730057706,0.2675684925198973,0.22181479234025464,-0.5692319428937713,0.04122526724691481,1.061658225808716,1.5379526772900414,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.028972110552705366,-0.3605980584422523,1.2459725327821447,-0.01480873536352759,-1.4186421442681305,1.5029732437500578,0.47560888068960333,1.6998965083574467,-0.6508876181675246,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,1.5379526772900414,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,-1.4407785036671021,2.115419580130618,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.2312730216294218,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-0.2427048634402706,1.5029732437500578,0.47560888068960333,-0.8693052537562926,-0.6508876181675246,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,3.5403999800636385,1.7640016665678568,-0.40607095072324073,-0.492854734050792,-1.8975880311949833,6.680194607943695,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,5.423713365090994,-0.1292791240765715,-4.047338925881101
0.044591857111555146,2.773170782782083,1.2459725327821447,-0.01480873536352759,-1.4186421442681305,1.5029732437500578,0.47560888068960333,1.6998965083574467,2.1044807138947412,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,-0.4644946254835559,-1.06201417087443,2.4626238301925567,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,-1.4407785036671021,2.115419580130618,-1.3552813600012505,4.307385683749648,-0.6567895774291853,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.1365468166918808,-0.3605980584422523,-0.8025859107560662,0.7222624111393205,1.5212010578015194,1.5029732437500578,0.47560888068960333,1.6998965083574467,-1.5693437288549466,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,-1.4407785036671021,2.115419580130618,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.06575409438483562,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,-1.0770472269783486,-0.5692319428937713,0.04122526724691481,-0.12216637425293775,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.010581118636640238,-0.3605980584422523,1.2459725327821447,0.7222624111393205,1.5212010578015194,-0.6653478391304605,0.47560888068960333,0.41529562730057706,0.2675684925198973,0.22181479234025464,-0.5692319428937713,0.04122526724691481,1.061658225808716,-0.4644946254835559,1.7640016665678568,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.22850177627220644,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-0.8306735038542006,1.5029732437500578,0.47560888068960333,0.41529562730057706,0.2675684925198973,0.22181479234025464,-0.5692319428937713,0.04122526724691481,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.11815582477581565,-0.3605980584422523,1.2459725327821447,-0.01480873536352759,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,-0.6508876181675246,1.520676811658858,-0.5692319428937713,0.04122526724691481,1.061658225808716,-0.4644946254835559,0.3509937478467133,2.4626238301925567,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.010581118636640238,-0.3605980584422523,-0.8025859107560662,-0.7518798818663757,-0.2427048634402706,1.5029732437500578,0.47560888068960333,0.41529562730057706,-1.5693437288549466,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,1.5379526772900414,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,2.4534120667410866,-1.4407785036671021,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.08414508630090074,-0.3605980584422523,1.2459725327821447,0.7222624111393205,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,0.22181479234025464,1.1965158686322332,-1.5709771483020725,-1.3059909743145914,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.449193679264988,-0.3605980584422523,1.2459725327821447,-0.01480873536352759,1.5212010578015194,-0.6653478391304605,0.47560888068960333,1.6998965083574467,-1.5693437288549466,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,-1.4407785036671021,2.115419580130618,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.007809873279424891,-0.3605980584422523,1.2459725327821447,-0.01480873536352759,0.34526377697365934,-0.6653478391304605,0.47560888068960333,0.41529562730057706,1.1860246032073192,1.520676811658858,2.962263680158238,0.04122526724691481,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,2.4626238301925567,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.17610004588122638,-0.3605980584422523,1.2459725327821447,-0.01480873536352759,-0.2427048634402706,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,-0.6508876181675246,1.520676811658858,-0.5692319428937713,0.04122526724691481,-1.3059909743145914,-0.4644946254835559,1.7640016665678568,-0.40607095072324073,2.028995423825924,-1.8975880311949833,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,2.4534120667410866,-1.4407785036671021,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.02620086519549002,-0.3605980584422523,-0.8025859107560662,0.7222624111393205,-0.2427048634402706,-0.6653478391304605,0.47560888068960333,1.6998965083574467,1.1860246032073192,0.22181479234025464,-0.5692319428937713,0.04122526724691481,1.061658225808716,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,-1.4407785036671021,2.115419580130618,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.06575409438483562,-0.3605980584422523,1.2459725327821447,0.7222624111393205,1.5212010578015194,-0.6653478391304605,0.47560888068960333,0.41529562730057706,0.2675684925198973,-1.0770472269783486,-0.5692319428937713,-1.5709771483020725,-0.12216637425293775,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.120927070133031,-0.3605980584422523,-0.8025859107560662,-0.01480873536352759,-0.2427048634402706,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,-1.0770472269783486,-0.5692319428937713,0.04122526724691481,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,-1.4407785036671021,2.115419580130618,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.10253607821696588,-0.3605980584422523,-0.8025859107560662,0.7222624111393205,-0.2427048634402706,1.5029732437500578,0.47560888068960333,-0.8693052537562926,0.2675684925198973,0.22181479234025464,1.1965158686322332,1.653427682795902,-0.12216637425293775,1.5379526772900414,-1.06201417087443,-0.40607095072324073,2.028995423825924,-1.8975880311949833,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,5.423713365090994,-0.1292791240765715,-4.047338925881101
-0.028972110552705366,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-0.8306735038542006,1.5029732437500578,-2.102567972553544,-0.8693052537562926,0.2675684925198973,0.22181479234025464,1.1965158686322332,0.04122526724691481,-0.12216637425293775,1.5379526772900414,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,5.423713365090994,-0.1292791240765715,-4.047338925881101
0.2836747520204018,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,0.34526377697365934,1.5029732437500578,0.47560888068960333,-0.8693052537562926,0.2675684925198973,1.520676811658858,-0.5692319428937713,-1.5709771483020725,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,2.028995423825924,-1.8975880311949833,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.15493780860794593,2.773170782782083,1.2459725327821447,0.7222624111393205,-1.4186421442681305,1.5029732437500578,0.47560888068960333,1.6998965083574467,1.1860246032073192,-1.0770472269783486,-0.5692319428937713,1.653427682795902,1.061658225808716,-0.4644946254835559,0.3509937478467133,2.4626238301925567,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,-1.4407785036671021,2.115419580130618,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.02620086519549002,-0.3605980584422523,-0.8025859107560662,-0.01480873536352759,0.9332324173875893,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,0.2675684925198973,1.520676811658858,-0.5692319428937713,-1.5709771483020725,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.3572387196846623,2.773170782782083,-0.8025859107560662,0.7222624111393205,-0.2427048634402706,1.5029732437500578,0.47560888068960333,-0.8693052537562926,0.2675684925198973,0.22181479234025464,1.1965158686322332,0.04122526724691481,1.061658225808716,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
0.044591857111555146,-0.3605980584422523,-0.8025859107560662,-0.7518798818663757,0.34526377697365934,-0.6653478391304605,0.47560888068960333,0.41529562730057706,-1.5693437288549466,0.22181479234025464,-0.5692319428937713,0.04122526724691481,-0.12216637425293775,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,2.028995423825924,-1.8975880311949833,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.08414508630090074,-0.3605980584422523,-0.8025859107560662,1.4593335576421687,-0.8306735038542006,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,2.1044807138947412,1.520676811658858,-0.5692319428937713,-1.5709771483020725,-1.3059909743145914,-0.4644946254835559,0.3509937478467133,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,1.2388390622765422,-0.5692652087312432,-0.7511895328648519,-0.6897399799143031,1.5325220563538424,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,4.307385683749648,-0.6567895774291853,-0.9251660409839039,-0.6016147425948459,1.6316272116692379,-0.09103456935516066,5.423713365090994,-0.1292791240765715,-4.047338925881101
0.007809873279424891,-0.3605980584422523,-0.8025859107560662,-1.4889510283692236,-0.2427048634402706,-0.6653478391304605,0.47560888068960333,-0.8693052537562926,-1.5693437288549466,0.22181479234025464,-0.5692319428937713,0.04122526724691481,-0.12216637425293775,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,2.028995423825924,-1.8975880311949833,-0.14969623771302396,-0.8072073527955749,1.756650476196784,-0.7511895328648519,1.449821714154144,-0.6525191568069094,-0.7812132344290249,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,-1.3552813600012505,-0.2321593823772669,1.5225576567676569,1.080887057783175,-0.6016147425948459,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
-0.10253607821696588,-0.3605980584422523,1.2459725327821447,0.7222624111393205,1.5212010578015194,-0.6653478391304605,0.47560888068960333,0.41529562730057706,0.2675684925198973,1.520676811658858,1.1965158686322332,0.04122526724691481,-1.3059909743145914,-0.4644946254835559,-1.06201417087443,-0.40607095072324073,-0.492854734050792,0.5269847741241611,-0.14969623771302396,-0.8072073527955749,-0.5692652087312432,1.331221956975687,-0.6897399799143031,-0.6525191568069094,1.280060239546354,-0.4075956149218418,0.6940692115094563,-0.4727194592470654,0.7378541677862943,-0.2321593823772669,-0.6567895774291853,-0.9251660409839039,1.662193309437306,-0.6128850958405806,-0.09103456935516066,-0.18437552515890063,-0.1292791240765715,0.2470759228008811
